record_id,employee_id,employee_name,campus,department,pay_period_end,hours_worked,hourly_rate,calculated_pay,pay_status,submitted_date,approved_date,supervisor_id
TS-000955,EMP-1770,Employee 1324,Campus C,Registrar,2026-01-21,24.88,16.2,403.06,Processing,2026-01-23,2026-01-27,SUP-032
TS-001847,EMP-1309,Employee 1278,Campus C,Student Success,2026-03-14,28.73,7.28,209.15,Processing,2026-03-17,2026-03-18,SUP-036
TS-002266,EMP-1010,Employee 1554,Campus B,Admissions,2026-06-08,8.85,25.54,226.03,Approved,2026-06-11,2026-06-13,SUP-035
TS-001310,EMP-1558,Employee 1762,Campus A,Library,2026-05-31,27.45,8.75,240.19,Rejected,2026-06-02,2026-06-07,SUP-021
TS-000721,EMP-1777,Employee 1504,Campus E,Financial Aid,2026-01-02,5.33,13.56,15.54,Processing,2026-01-03,2026-01-07,SUP-011
TS-000432,EMP-1485,Employee 1332,Campus C,Registrar,2026-06-12,24.73,20.06,496.08,Pending,2026-06-15,2026-06-18,SUP-025
TS-001277,EMP-1739,Employee 1039,Campus B,Career Services,2026-06-25,15.87,20.05,318.19,Processing,2026-06-26,2026-06-27,SUP-037
TS-000396,EMP-1113,Employee 1762,Campus C,IT Services,2026-04-03,22.74,25.68,583.96,Rejected,2026-04-05,2026-03-28,SUP-002
TS-001724,EMP-1351,Employee 1815,Campus A,IT Services,2026-01-16,12.29,14.51,178.33,Pending,2026-01-17,2026-01-22,SUP-006
TS-002500,EMP-1342,Employee 1349,Campus E,Student Success,2026-05-03,17.92,29.42,527.21,Processing,2026-05-06,2026-05-08,SUP-025
TS-000595,EMP-1609,Employee 1356,Campus C,Facilities,2026-05-09,23.24,9.5,220.78,Approved,2026-05-10,2026-05-15,SUP-034
TS-000230,EMP-1569,Employee 1975,Campus C,IT Services,2026-02-12,30.24,27.12,820.11,Approved,2026-02-14,2026-02-16,SUP-002
TS-001135,EMP-1425,Employee 1587,Campus D,Financial Aid,2026-04-22,11.8,22.53,265.85,Processing,2026-04-24,2026-04-26,SUP-012
TS-000004,EMP-1310,Employee 1776,Campus B,Student Success,2026-06-15,31.92,9.37,299.09,Pending,2026-06-18,2026-06-22,SUP-026
TS-001333,EMP-1075,Employee 1657,Campus D,Facilities,2026-05-21,18.49,9.87,182.5,Rejected,2026-05-21,2026-05-23,SUP-015
TS-001000,EMP-1769,Employee 1537,Campus D,Career Services,2026-02-14,26.58,20.06,533.19,Processing,2026-02-15,2026-02-18,SUP-009
TS-000320,EMP-1116,Employee 1339,Campus E,Student Success,2026-06-18,5.45,24.52,133.63,Pending,2026-06-20,2026-06-24,SUP-001
TS-000982,EMP-1696,Employee 1289,Campus E,Career Services,2026-01-14,1.2,15.26,18.31,Approved,2026-01-17,2026-01-20,SUP-004
TS-000025,EMP-1197,Employee 1483,Campus B,Student Success,2026-05-22,8.43,20.89,176.1,Pending,2026-05-23,2026-05-27,SUP-005
TS-001939,EMP-1610,Employee 1322,Campus D,Facilities,2026-02-17,24.75,14.8,176.87,Pending,2026-02-18,2026-02-19,SUP-019
TS-001074,EMP-1593,Employee 1803,Campus C,Registrar,2026-05-12,11.69,11.86,138.64,Rejected,2026-05-12,2026-05-15,SUP-037
TS-001453,EMP-1437,Employee 1565,Campus C,Career Services,2026-03-02,29.3,11.28,330.5,Pending,2026-03-05,2026-03-10,SUP-001
TS-002003,EMP-1405,Employee 1507,Campus A,Facilities,2026-05-21,33.54,17.6,590.3,Rejected,2026-05-21,2026-05-25,SUP-016
TS-000779,EMP-1053,Employee 1044,Campus A,Financial Aid,2026-04-16,20.48,29.78,609.89,Unknown,2026-04-18,2026-04-23,SUP-017
TS-002404,EMP-1677,Employee 1745,Campus A,Registrar,2026-03-26,10.38,17.54,182.07,Rejected,2026-03-29,2026-04-02,SUP-024
TS-000437,EMP-1500,Employee 1499,Campus E,Career Services,2026-06-02,29.5,20.36,600.62,Approved,2026-06-04,2026-06-05,SUP-004
TS-001928,EMP-1712,Employee 1170,Campus E,Registrar,2026-01-03,5.61,27.44,153.94,Approved,2026-01-05,2026-01-07,SUP-011
TS-001424,EMP-1156,Employee 1199,Campus D,Financial Aid,2026-04-17,22.34,13.05,291.54,Pending,2026-04-18,2026-04-22,SUP-001
TS-001408,EMP-1059,Employee 1546,Campus A,Student Success,2026-05-22,6.96,28.46,198.08,Pending,2026-05-24,2026-05-26,SUP-001
TS-000782,EMP-1502,Employee 1777,Campus A,IT Services,2026-03-02,25.17,8.61,216.71,Rejected,2026-03-05,2026-03-07,SUP-032
TS-001325,EMP-1355,Employee 1204,Campus B,Career Services,2026-03-17,21.42,18.72,119.78,Pending,2026-03-17,2026-03-19,SUP-025
TS-001731,EMP-1710,Employee 1743,Campus E,Registrar,2026-02-10,18.91,7.6,143.72,Pending,2026-02-13,2026-02-18,SUP-035
TS-000094,EMP-1503,Employee 1044,Campus D,Library,2026-03-06,31.75,15.09,479.11,Approved,2026-03-06,2026-03-09,SUP-038
TS-000862,EMP-1037,Employee 1436,Campus D,Admissions,2026-05-11,12.87,13.38,172.2,Rejected,2026-05-14,2026-05-15,SUP-023
TS-000724,EMP-1427,Employee 1656,Campus A,Library,2026-04-21,5.75,6.84,39.33,Processing,2026-04-24,2026-04-27,SUP-024
TS-001513,EMP-1618,Employee 1002,Campus C,Financial Aid,2026-04-07,4.46,23.72,105.79,Rejected,2026-04-09,2026-04-12,SUP-034
TS-000182,EMP-1347,Employee 1585,Campus E,Facilities,2026-06-25,6.41,14.1,90.38,Processing,2026-06-28,2026-06-30,SUP-010
TS-000722,EMP-1251,Employee 1198,Campus E,Facilities,2026-01-17,5.97,28.49,170.09,Pending,2026-01-18,2026-01-19,SUP-034
TS-002498,EMP-1575,Employee 1704,Campus B,Student Success,2026-06-14,38.03,29.76,1131.77,Rejected,2026-06-17,2026-06-18,SUP-011
TS-002175,EMP-1704,Employee 1223,Campus C,Registrar,2026-06-11,14.03,19.12,268.25,Processing,2026-06-12,2026-06-15,SUP-001
TS-001041,EMP-1704,Employee 1199,Campus E,IT Services,2026-03-04,32.16,29.49,948.4,Pending,2026-03-06,2026-03-08,SUP-030
TS-000835,EMP-1042,Employee 1925,Campus B,Registrar,2026-04-27,27.38,28.64,784.16,Pending,2026-04-27,2026-04-30,SUP-035
TS-002210,EMP-1682,Employee 1380,Campus E,Registrar,2026-06-25,26.74,19.4,518.76,Approved,2026-06-27,2026-06-28,SUP-010
TS-001072,EMP-1766,Employee 1767,Campus A,Registrar,2026-06-17,32.91,27.19,894.82,Approved,2026-06-20,2026-06-22,SUP-005
TS-001137,EMP-1328,Employee 1613,Campus C,Career Services,2026-02-26,28.65,12.28,351.82,Rejected,2026-02-27,2026-02-28,SUP-039
TS-000498,EMP-1442,Employee 1410,Campus E,Registrar,2026-03-03,7.2,18.22,131.18,Approved,2026-03-04,2026-03-09,SUP-022
TS-000791,EMP-1751,Employee 1474,Campus C,Student Success,2026-03-14,24.63,8.89,218.96,Pending,2026-03-17,2026-03-08,SUP-031
TS-000235,EMP-1054,Employee 1122,Campus E,Admissions,2026-02-15,39.28,28.96,1137.55,Approved,2026-02-16,2026-02-21,SUP-030
TS-000801,EMP-1448,Employee 1060,Campus B,Financial Aid,2026-03-08,25.45,21.46,546.16,Pending,2026-03-11,2026-03-15,SUP-006
TS-002278,EMP-1454,Employee 1398,Campus E,IT Services,2026-05-15,13.39,8.21,109.93,Pending,2026-05-15,2026-05-18,SUP-023
TS-000079,EMP-1705,Employee 1741,Campus E,Facilities,2026-03-27,26.88,28.11,755.6,Rejected,2026-03-27,2026-04-01,SUP-026
TS-002467,EMP-1142,Employee 1548,Campus E,Student Success,2026-02-02,30.86,12.34,380.81,Pending,2026-02-02,2026-02-06,SUP-031
TS-001559,EMP-1196,Employee 1056,Campus A,Registrar,2026-05-09,4.17,11.65,48.58,Rejected,2026-05-10,2026-05-11,SUP-002
TS-002034,EMP-1141,Employee 1581,Campus D,Career Services,2026-03-31,2.15,27.83,59.83,Rejected,2026-03-31,2026-04-02,SUP-001
TS-001861,EMP-1692,Employee 1043,Campus C,IT Services,2026-05-26,15.88,8.71,138.31,Pending,2026-05-29,2026-06-01,SUP-037
TS-001964,EMP-1569,Employee 1778,Campus B,Registrar,2026-05-14,8.11,12.2,98.94,Approved,2026-05-14,2026-05-15,SUP-014
TS-001733,EMP-1454,Employee 1464,Campus A,Student Success,2026-04-07,10.23,7.76,79.38,Approved,2026-04-07,2026-04-12,SUP-009
TS-001917,EMP-1513,Employee 1333,Campus A,Registrar,2026-05-04,4.7,8.24,38.73,Rejected,2026-05-07,2026-05-11,SUP-038
TS-001412,EMP-1488,Employee 1818,Campus D,Registrar,2026-05-21,19.2,21.98,422.02,Rejected,2026-05-24,2026-05-29,SUP-039
TS-001963,EMP-1328,Employee 1014,Campus C,IT Services,2026-03-09,31.81,25.33,805.75,Pending,2026-03-11,2026-03-12,SUP-028
TS-000305,EMP-1067,Employee 1523,Campus E,Career Services,2026-03-14,20.41,21.1,430.65,Rejected,2026-03-14,2026-03-15,SUP-034
TS-001229,EMP-1653,Employee 1929,Campus A,Financial Aid,2026-05-26,25.59,14.73,376.94,Rejected,2026-05-27,2026-05-28,SUP-027
TS-002454,EMP-1288,Employee 1077,Campus B,Library,2026-02-18,21.09,12.19,257.09,Rejected,2026-02-18,2026-02-21,SUP-030
TS-001583,EMP-1434,Employee 1670,Campus D,Career Services,2026-04-02,35.91,16.39,588.56,Processing,2026-04-03,2026-04-05,SUP-031
TS-001359,EMP-1151,Employee 1819,Campus A,Student Success,2026-02-06,10.43,16.49,70.37,Pending,2026-02-06,2026-02-09,SUP-035
TS-002197,EMP-1579,Employee 1491,Campus B,IT Services,2026-01-02,32.02,14.24,455.96,Rejected,2026-01-04,2026-01-06,SUP-008
TS-002296,EMP-1798,Employee 1243,Campus E,Registrar,2026-06-24,5.47,21.62,118.26,Approved,2026-06-24,2026-06-26,SUP-022
TS-001336,EMP-1485,Employee 1069,Campus A,Financial Aid,2026-05-31,9.95,18.43,183.38,Rejected,2026-05-31,2026-06-02,SUP-006
TS-001745,EMP-1480,Employee 1714,Campus A,Career Services,2026-01-30,24.81,26.45,656.22,Approved,2026-02-01,2026-02-02,SUP-006
TS-000224,EMP-1258,Employee 1115,Campus B,Student Success,2026-06-13,35.66,7.52,268.16,Rejected,2026-06-13,2026-06-18,SUP-021
TS-001470,EMP-1364,Employee 1891,Campus E,IT Services,2026-05-22,35.92,24.36,875.01,Approved,2026-05-24,2026-05-25,SUP-020
TS-001215,EMP-1401,Employee 1762,Campus C,Facilities,2026-05-25,15.14,12.49,189.1,Pending,2026-05-25,2026-05-30,SUP-024
TS-001951,EMP-1100,Employee 1845,Campus E,Facilities,2026-04-20,19.5,19.42,138.84,Pending,2026-04-20,2026-04-25,SUP-036
TS-001035,EMP-1172,Employee 1045,Campus E,Financial Aid,2026-03-31,20.77,9.82,203.96,Approved,2026-03-31,2026-04-01,SUP-016
TS-000050,EMP-1661,Employee 1002,Campus C,Facilities,2026-02-03,5.29,26.96,54.73,Pending,2026-02-05,2026-02-07,SUP-001
TS-000866,EMP-1042,Employee 1282,Campus B,Registrar,2026-01-23,25.55,20.94,535.02,Approved,2026-01-23,2026-01-25,SUP-038
TS-000442,EMP-1261,Employee 1572,Campus B,Student Success,2026-04-12,25.02,23.99,600.23,Pending,2026-04-13,2026-04-18,SUP-016
TS-000389,EMP-1439,Employee 1818,Campus D,Student Success,2026-05-19,14.54,26.82,120.98,Pending,2026-05-19,2026-05-24,SUP-030
TS-001428,EMP-1786,Employee 1307,Campus D,Registrar,2026-01-14,5.15,10.62,54.69,Pending,2026-01-16,2026-01-19,SUP-015
TS-001805,EMP-1680,Employee 1997,Campus B,Library,2026-06-20,21.73,12.37,268.8,Rejected,2026-06-20,2026-06-23,SUP-013
TS-000944,EMP-1292,Employee 1493,Campus B,Career Services,2026-03-31,30.06,18.53,557.01,Processing,2026-04-02,2026-04-06,SUP-013
TS-001767,EMP-1389,Employee 1518,Campus E,IT Services,2026-01-17,12.7,21.21,269.37,Approved,2026-01-17,2026-01-22,SUP-015
TS-001551,EMP-1326,Employee 1655,Campus A,Student Success,2026-04-17,7.78,12.16,94.6,Pending,2026-04-17,2026-04-21,SUP-034
TS-002119,EMP-1359,Employee 1954,Campus E,Career Services,2026-06-01,12.8,19.6,250.88,Processing,2026-06-02,2026-05-30,SUP-003
TS-000735,EMP-1423,Employee 1906,Campus E,Facilities,2026-02-07,24.53,13.87,340.23,Approved,2026-02-10,2026-02-13,SUP-034
TS-001026,EMP-1497,Employee 1675,Campus D,Admissions,2026-06-19,22.12,15.16,335.34,Approved,2026-06-21,2026-06-22,SUP-039
TS-002067,EMP-1606,Employee 1828,Campus A,Admissions,2026-03-22,6.75,15.63,105.5,Approved,2026-03-23,2026-03-24,SUP-025
TS-002357,EMP-1443,Employee 1336,Campus E,Registrar,2026-03-05,31.61,16.2,512.08,Pending,2026-03-05,2026-03-09,SUP-019
TS-002158,EMP-1564,Employee 1663,Campus E,Registrar,2026-06-29,34.71,22.78,790.69,Processing,2026-06-29,2026-07-04,SUP-002
TS-002445,EMP-1674,Employee 1455,Campus A,Registrar,2026-02-20,27.17,26.56,721.64,Processing,2026-02-23,2026-02-25,SUP-013
TS-001372,EMP-1793,Employee 1718,Campus D,Career Services,2026-01-17,35.23,22.37,788.1,Processing,2026-01-17,2026-01-20,SUP-026
TS-000316,EMP-1701,Employee 1956,Campus B,Student Success,2026-05-07,30.31,14.54,440.71,Rejected,2026-05-08,2026-05-09,SUP-018
TS-000593,EMP-1205,Employee 1110,Campus A,Admissions,2026-05-01,2.69,14.11,37.96,Approved,2026-05-01,2026-05-04,SUP-007
TS-000086,EMP-1712,Employee 1141,Campus C,Admissions,2026-06-14,22.63,9.58,216.8,Approved,2026-06-17,2026-06-20,SUP-019
TS-000641,EMP-1747,Employee 1662,Campus D,Career Services,2026-01-03,34.99,29.42,1029.41,Processing,2026-01-06,2026-01-08,SUP-014
TS-000150,EMP-1297,Employee 1032,Campus C,Registrar,2026-02-16,57.48,27.53,1582.42,Processing,2026-02-17,2026-02-21,SUP-025
TS-000893,EMP-1192,Employee 1485,Campus B,Career Services,2026-01-16,34.1,26.97,919.68,Pending,2026-01-18,2026-01-21,SUP-019
TS-000939,EMP-1388,Employee 1079,Campus D,Library,2026-02-23,20.15,7.75,156.16,Approved,2026-02-26,2026-02-27,SUP-032
TS-002162,EMP-1183,Employee 1842,Campus C,IT Services,2026-02-13,12.39,7.94,98.38,Pending,2026-02-16,2026-02-21,SUP-006
TS-000019,EMP-1577,Employee 1452,Campus C,Facilities,2026-05-30,38.79,17.94,695.89,Processing,2026-06-02,2026-06-06,SUP-022
TS-001295,EMP-1624,Employee 1728,Campus A,Library,2026-06-04,25.25,20.68,522.17,Pending,2026-06-07,2026-06-08,SUP-024
TS-000648,EMP-1539,Employee 1478,Campus D,Career Services,2026-05-07,14.9,23.38,348.36,Processing,2026-05-07,2026-05-11,SUP-030
TS-002190,EMP-1435,Employee 1050,Campus D,Registrar,2026-02-07,29.91,22.3,666.99,Approved,2026-02-07,2026-02-10,SUP-019
TS-001300,EMP-1251,Employee 1197,Campus D,IT Services,2026-03-10,36.83,9.18,338.1,Rejected,2026-03-10,2026-03-14,SUP-033
TS-000747,EMP-1524,Employee 1475,Campus B,Library,2026-04-06,19.48,,,Approved,2026-04-09,2026-04-13,SUP-014
TS-001099,EMP-1085,Employee 1647,Campus D,Student Success,2026-02-14,32.49,8.12,263.82,Approved,2026-02-17,2026-02-22,SUP-040
TS-000153,EMP-1723,Employee 1282,Campus B,Career Services,2026-01-09,30.88,27.36,844.88,Approved,2026-01-12,2026-01-17,SUP-016
TS-002286,EMP-1181,Employee 1031,,Registrar,2026-06-09,18.91,26.33,497.9,Rejected,2026-06-11,2026-06-13,SUP-034
TS-002136,EMP-1463,Employee 1095,,IT Services,2026-02-05,16.17,13.53,218.78,Rejected,2026-02-06,2026-02-07,SUP-008
TS-000247,EMP-1071,Employee 1202,Campus D,Facilities,2026-01-24,2.67,17.74,47.37,Pending,2026-01-26,2026-01-27,SUP-037
TS-000882,EMP-1561,Employee 1614,Campus A,Admissions,2026-01-28,8.89,18.18,161.62,Processing,2026-01-30,2026-01-31,SUP-011
TS-000036,EMP-1640,Employee 1256,,IT Services,2026-02-20,5.16,15.93,82.2,Rejected,2026-02-23,2026-02-27,SUP-037
TS-000504,EMP-1591,Employee 1378,Campus E,Admissions,2026-01-01,34.59,26.94,931.85,Pending,2026-01-03,2026-01-04,SUP-028
TS-000839,EMP-1144,Employee 1992,Campus B,Registrar,2026-01-27,21.53,27.17,584.97,Processing,2026-01-27,2026-01-29,SUP-007
TS-000569,EMP-1797,Employee 1186,Campus B,Facilities,2026-02-11,2.6,14.45,37.57,Pending,2026-02-12,2026-02-13,SUP-029
TS-001329,EMP-1470,Employee 1888,Campus C,Student Success,2026-04-05,33.44,15.78,527.68,Approved,2026-04-06,2026-04-09,SUP-028
TS-002008,EMP-1574,Employee 1993,Campus B,IT Services,2026-03-30,22.06,9.8,216.19,Approved,2026-04-01,2026-04-06,SUP-009
TS-001055,EMP-1452,Employee 1924,Campus A,Financial Aid,2026-01-02,15.41,13.66,210.5,Processing,2026-01-05,2026-01-06,SUP-029
TS-001895,EMP-1481,Employee 1377,Campus E,Facilities,2026-02-08,3.78,28.27,106.86,Processing,2026-02-10,2026-02-11,SUP-014
TS-002339,EMP-1198,Employee 1202,Campus B,Career Services,2026-04-06,28.56,11.71,77.19,Processing,2026-04-08,2026-04-10,SUP-003
TS-002220,EMP-1651,Employee 1278,Campus D,Student Success,2026-04-10,35.04,11.34,397.35,Rejected,2026-04-13,2026-04-15,SUP-037
TS-001887,EMP-1660,Employee 1225,Campus E,Student Success,2026-02-16,15.07,13.83,208.42,Pending,2026-02-17,2026-02-18,SUP-008
TS-002186,EMP-1280,Employee 1617,Campus E,Financial Aid,2026-02-25,29.66,26.93,798.74,Processing,2026-02-27,2026-03-04,SUP-036
TS-001740,EMP-1289,Employee 1445,Campus E,Facilities,2026-01-01,33.94,15.6,529.46,Approved,2026-01-02,2026-01-04,SUP-037
TS-000734,EMP-1347,Employee 1140,Campus A,Admissions,2026-02-02,18.0,29.08,523.44,Rejected,2026-02-04,2026-02-09,SUP-020
TS-000644,EMP-1112,Employee 1991,Campus E,Admissions,2026-05-29,-7.41,18.46,-136.79,Rejected,2026-05-30,2026-06-02,SUP-030
TS-001019,EMP-1602,Employee 1255,Campus A,Career Services,2026-01-15,8.04,8.24,66.25,Rejected,2026-01-16,2026-01-20,SUP-039
TS-001968,EMP-1688,Employee 1768,Campus A,Student Success,2026-01-04,5.93,16.23,96.24,Approved,2026-01-06,2026-01-08,SUP-008
TS-001615,EMP-1561,Employee 1272,Campus D,Facilities,2026-04-08,37.74,14.65,552.89,Approved,2026-04-09,2026-04-14,SUP-033
TS-000964,EMP-1131,Employee 1070,Campus C,Registrar,2026-02-12,26.29,10.6,278.67,Approved,2026-02-14,2026-02-19,SUP-008
TS-001500,EMP-1449,Employee 1179,Campus D,Career Services,2026-01-22,3.86,16.69,64.42,Processing,2026-01-23,2026-01-25,SUP-015
TS-000141,EMP-1365,Employee 1335,Campus A,Registrar,2026-06-21,39.29,18.11,711.54,Pending,2026-06-21,2026-06-23,SUP-001
TS-000521,EMP-1101,Employee 1652,Campus C,Registrar,2026-06-06,11.54,25.5,294.27,Rejected,2026-06-08,2026-06-11,SUP-038
TS-001252,EMP-1488,Employee 1012,Campus A,Library,2026-04-09,32.2,20.17,649.47,Rejected,2026-04-11,2026-04-12,SUP-005
TS-001387,EMP-1562,Employee 1703,Campus C,Library,2026-02-22,21.28,9.92,211.1,Rejected,2026-02-25,2026-03-02,SUP-016
TS-000458,EMP-1639,Employee 1627,Campus B,Financial Aid,2026-03-01,4.1,24.99,102.46,Pending,2026-03-01,2026-03-04,SUP-033
TS-000716,EMP-1735,Employee 1678,Campus C,Library,2026-02-23,13.81,28.04,387.23,Pending,2026-02-26,2026-03-03,SUP-001
TS-002191,EMP-1212,Employee 1958,Campus E,Career Services,2026-02-25,1.65,19.0,31.35,Processing,2026-02-27,2026-02-28,SUP-021
TS-000708,EMP-1342,Employee 1264,Campus D,Career Services,2026-01-14,30.33,20.58,624.19,Processing,2026-01-15,2026-01-17,SUP-033
TS-001454,EMP-1028,Employee 1439,Campus A,Library,2026-06-15,1.81,10.2,18.46,Rejected,2026-06-16,2026-06-20,SUP-011
TS-000187,EMP-1418,Employee 1116,Campus E,Financial Aid,2026-06-01,2.05,23.79,48.77,Pending,2026-06-02,2026-06-07,SUP-029
TS-001201,EMP-1418,Employee 1900,Campus A,Facilities,2026-01-08,12.94,21.48,277.95,Rejected,2026-01-11,2026-01-13,SUP-040
TS-001760,EMP-1287,Employee 1734,Campus E,Library,2026-03-01,28.25,9.14,258.21,Pending,2026-03-03,2026-03-06,SUP-001
TS-001059,EMP-1192,Employee 1676,Campus A,Admissions,2026-03-04,15.67,28.71,449.89,Pending,2026-03-05,2026-03-10,SUP-017
TS-002393,EMP-1678,Employee 1605,Campus E,IT Services,2026-01-09,4.6,23.77,109.34,Rejected,2026-01-09,2026-01-12,SUP-029
TS-000073,EMP-1149,Employee 1505,Campus D,Student Success,2026-06-24,6.89,8.8,60.63,Processing,2026-06-26,2026-06-29,SUP-020
TS-001046,EMP-1571,Employee 1783,Campus E,Student Success,2026-01-26,33.52,7.79,261.12,Pending,2026-01-27,2026-01-28,SUP-005
TS-001398,EMP-1463,Employee 1454,Campus D,Facilities,2026-04-09,22.11,13.43,296.94,Processing,2026-04-12,2026-04-13,SUP-028
TS-000657,EMP-1555,Employee 1906,Campus D,Student Success,2026-03-10,30.5,25.7,783.85,Pending,2026-03-13,2026-03-14,SUP-028
TS-001824,EMP-1406,Employee 1180,Campus A,Facilities,2026-05-28,14.41,23.61,340.22,Rejected,2026-05-31,2026-06-02,SUP-014
TS-000180,EMP-1728,Employee 1368,Campus C,Career Services,2026-02-03,17.81,19.92,354.78,Processing,2026-02-03,2026-02-05,SUP-007
TS-001786,EMP-1467,Employee 1384,Campus E,Facilities,2026-05-11,32.34,13.53,437.56,Rejected,2026-05-14,2026-05-16,SUP-004
TS-000761,EMP-1230,Employee 1238,Campus C,Career Services,2026-04-27,21.22,11.16,236.82,Processing,2026-04-27,2026-04-30,SUP-026
TS-001604,EMP-1518,Employee 1345,Campus C,Library,2026-05-31,32.07,14.47,464.05,Rejected,2026-06-03,2026-06-06,SUP-012
TS-001751,EMP-1015,Employee 1340,Campus A,Facilities,2026-04-01,27.7,8.81,244.04,Rejected,2026-04-04,2026-04-06,SUP-014
TS-001700,EMP-1314,Employee 1287,Campus A,Career Services,2026-04-06,32.08,21.8,699.34,Approved,2026-04-08,2026-04-13,SUP-001
TS-000162,EMP-1153,Employee 1310,Campus A,Financial Aid,2026-02-18,36.66,23.08,846.11,Pending,2026-02-18,2026-02-22,SUP-026
TS-000146,EMP-1195,Employee 1540,Campus C,Career Services,2026-05-25,33.32,27.79,925.96,Pending,2026-05-25,2026-05-26,SUP-037
TS-002027,EMP-1167,Employee 1705,Campus E,Facilities,2026-02-05,18.42,28.24,520.18,Rejected,2026-02-06,2026-02-11,SUP-001
TS-000806,EMP-1320,Employee 1411,Campus B,Admissions,2026-06-04,-3.61,23.16,-83.61,Pending,2026-06-04,2026-06-09,SUP-024
TS-002083,EMP-1362,Employee 1265,Campus A,Library,2026-01-07,8.8,16.76,147.49,Approved,2026-01-08,2026-01-12,SUP-021
TS-001669,EMP-1781,Employee 1553,Campus A,Registrar,2026-05-02,27.0,26.11,704.97,Pending,2026-05-04,2026-05-08,SUP-013
TS-001606,EMP-1344,Employee 1159,Campus C,Library,2026-06-13,26.25,12.53,328.91,Pending,2026-06-14,2026-06-19,SUP-009
TS-001852,EMP-1118,Employee 1712,Campus D,Financial Aid,2026-03-24,28.09,20.75,582.87,Approved,2026-03-25,2026-03-26,SUP-012
TS-000312,EMP-1075,Employee 1933,Campus E,Student Success,2026-05-26,-4.86,24.98,-121.4,Approved,2026-05-29,2026-05-31,SUP-009
TS-000560,EMP-1264,Employee 1372,Campus A,Career Services,2026-04-09,25.15,15.57,391.59,Pending,2026-04-11,2026-04-15,SUP-036
TS-001448,EMP-1212,Employee 1819,Campus A,Student Success,2026-06-01,39.87,17.63,702.91,Rejected,2026-06-03,2026-06-08,SUP-022
TS-001523,EMP-1036,Employee 1691,Campus C,Library,2026-05-20,8.48,26.94,228.45,Approved,2026-05-21,2026-05-24,SUP-006
TS-000547,EMP-1274,Employee 1758,Campus A,Facilities,2026-02-10,21.08,8.86,186.77,Pending,2026-02-10,2026-02-14,SUP-029
TS-002205,EMP-1168,Employee 1360,Campus D,Financial Aid,2026-03-07,32.74,19.95,653.16,Rejected,2026-03-07,2026-03-12,SUP-033
TS-000111,EMP-1445,Employee 1311,Campus B,Facilities,2026-03-24,37.95,19.05,722.95,Rejected,2026-03-25,2026-03-28,SUP-006
TS-001022,EMP-1171,Employee 1914,Campus C,Library,2026-06-28,14.52,16.6,241.03,Processing,2026-06-28,2026-06-29,SUP-018
TS-001797,EMP-1586,Employee 1498,Campus A,Admissions,2026-04-04,35.51,29.29,413.99,Processing,2026-04-07,2026-04-12,SUP-026
TS-001744,EMP-1761,Employee 1429,Campus A,Registrar,2026-05-19,19.78,8.59,169.91,Rejected,2026-05-21,2026-05-22,SUP-036
TS-000731,EMP-1501,Employee 1053,Campus C,Registrar,2026-04-13,51.42,12.55,645.32,Approved,2026-04-13,2026-04-18,SUP-030
TS-000749,EMP-1077,Employee 1563,Campus A,Facilities,2026-01-22,21.23,,,Approved,2026-01-24,2026-01-28,SUP-030
TS-002336,EMP-1187,Employee 1234,Campus D,Student Success,2026-05-17,25.62,28.76,736.83,Approved,2026-05-20,2026-05-22,SUP-032
TS-002346,EMP-1783,Employee 1197,Campus B,Facilities,2026-04-04,15.77,29.38,463.32,Pending,2026-04-05,2026-04-10,SUP-011
TS-000059,EMP-1670,Employee 1894,Campus D,Admissions,2026-03-15,5.04,18.79,94.7,Pending,2026-03-17,2026-03-20,SUP-031
TS-000197,EMP-1403,Employee 1439,Campus D,Admissions,2026-06-30,11.86,23.26,275.86,Approved,2026-07-01,2026-07-03,SUP-037
TS-000669,EMP-1491,Employee 1583,Campus D,Admissions,2026-03-27,25.59,23.47,600.6,Processing,2026-03-27,2026-03-28,SUP-032
TS-001738,EMP-1694,Employee 1181,Campus B,Facilities,2026-06-04,20.98,8.94,187.56,Approved,2026-06-07,2026-06-10,SUP-017
TS-001812,EMP-1498,Employee 1139,Campus B,Library,2026-05-31,8.08,10.04,81.12,Rejected,2026-05-31,2026-06-03,SUP-004
TS-002469,EMP-1047,Employee 1203,Campus A,Admissions,2026-01-03,6.71,8.34,9.93,Pending,2026-01-06,2026-01-07,SUP-018
TS-000099,EMP-1524,Employee 1273,Campus A,Registrar,2026-01-21,39.81,11.36,122.1,Rejected,2026-01-24,2026-01-29,SUP-021
TS-000819,EMP-1579,Employee 1156,Campus B,Financial Aid,2026-06-29,34.41,23.8,818.96,Rejected,2026-06-29,2026-07-01,SUP-011
TS-000149,EMP-1532,Employee 1260,Campus A,Financial Aid,2026-05-29,17.52,23.18,406.11,Approved,2026-05-29,2026-05-30,SUP-005
TS-001870,EMP-1289,Employee 1059,Campus B,Financial Aid,2026-05-18,7.37,25.79,190.07,Rejected,2026-05-20,2026-05-21,SUP-028
TS-002496,EMP-1601,Employee 1442,Campus E,Library,2026-01-07,35.28,25.05,883.76,Pending,2026-01-07,2026-01-11,SUP-030
TS-002243,EMP-1100,Employee 1781,Campus B,Registrar,2026-04-28,34.52,22.1,762.89,Rejected,2026-05-01,2026-05-06,SUP-011
